id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EIF4E	3	0.45928	0.50471	1.0	10602	1	-0.16033	0.56312	0.59059	1.0	12385	1	-0.16033
C3orf27	5	0.4593	0.60714	1.0	10603	1	0.0023126	0.46607	0.61955	1.0	10895	2	0.0023126
CR2	5	0.45933	0.60718	1.0	10604	1	0.33162	0.020953	0.066682	1.0	1164	4	0.33162
CSMD2	5	0.45947	0.60728	1.0	10605	2	-0.068812	0.51656	0.66276	1.0	11671	2	-0.068812
DMTF1	5	0.45949	0.6073	1.0	10606	2	-0.21346	0.97291	0.97304	1.0	17406	0	-0.21346
UBE2V2	5	0.45951	0.60732	1.0	10607	2	0.11918	0.44538	0.60208	1.0	10557	2	0.11918
CCDC83	5	0.45957	0.60737	1.0	10608	1	0.15259	0.080801	0.19633	1.0	3309	2	0.15259
GJB3	5	0.45964	0.60743	1.0	10609	1	0.23364	0.15065	0.3038	1.0	5249	3	0.23364
MCM9	5	0.45968	0.60745	1.0	10610	1	0.1683	0.53184	0.67612	1.0	11909	2	0.1683
ZNF669	5	0.4597	0.60747	1.0	10611	2	-0.12603	0.5292	0.67381	1.0	11865	2	-0.12603
FSCN3	5	0.45979	0.60756	1.0	10612	2	0.012356	0.37403	0.54262	1.0	9490	2	0.012356
REXO2	5	0.45984	0.6076	1.0	10613	2	0.070818	0.15016	0.30305	1.0	5233	1	0.070818
SLC12A5	5	0.45992	0.60767	1.0	10614	1	0.098707	0.19793	0.37233	1.0	6441	2	0.098707
JPH2	5	0.45996	0.6077	1.0	10615	2	-0.087078	0.38684	0.5532	1.0	9672	2	-0.087078
VPS29	5	0.45998	0.60773	1.0	10616	2	0.0079978	0.4654	0.61897	1.0	10881	2	0.0079978
ANO4	5	0.46007	0.60783	1.0	10617	2	-0.11379	0.74565	0.78979	1.0	13982	1	-0.11379
CCL2	5	0.46009	0.60784	1.0	10618	1	0.17345	0.41048	0.57299	1.0	10035	2	0.17345
ITK	5	0.46012	0.60788	1.0	10619	1	0.19559	0.19296	0.36526	1.0	6318	3	0.19559
HMP19	4	0.46013	0.5736	1.0	10620	1	0.21785	0.22467	0.36651	1.0	7068	2	0.21785
RPL3	3	0.46024	0.50533	1.0	10621	1	1.389	0.027816	0.07025	1.0	1453	2	1.389
LRP2BP	5	0.4603	0.60802	1.0	10622	2	-0.17199	0.76098	0.79784	1.0	14138	1	-0.17199
DDX18	5	0.46033	0.60807	1.0	10623	2	-0.26924	0.2283	0.41486	1.0	7154	1	-0.26924
MEP1A	5	0.46035	0.60808	1.0	10624	2	-0.16176	0.46475	0.6184	1.0	10870	1	-0.16176
SSTR3	5	0.46043	0.60815	1.0	10625	1	-0.0081032	0.30734	0.48809	1.0	8519	2	-0.0081032
RAB2B	5	0.46054	0.60823	1.0	10626	1	0.030286	0.26816	0.45663	1.0	7908	2	0.030286
GATA4	5	0.46054	0.60823	1.0	10627	2	-0.078044	0.94691	0.94708	1.0	16927	0	-0.078044
RAB8B	4	0.46059	0.5738	1.0	10628	1	-0.19398	0.76052	0.76832	1.0	14133	1	-0.19398
TCF4	5	0.46068	0.60838	1.0	10629	2	0.23274	0.1031	0.23154	1.0	3929	3	0.23274
KDM2A	5	0.46072	0.60842	1.0	10630	2	-0.072566	0.82038	0.83362	1.0	14846	1	-0.072566
SLC39A11	5	0.46078	0.60848	1.0	10631	2	-0.08025	0.22398	0.4088	1.0	7056	2	-0.08025
ABCA5	5	0.46084	0.60853	1.0	10632	2	-0.066262	0.8818	0.88246	1.0	15743	1	-0.066262
IGFBP1	5	0.46085	0.60853	1.0	10633	2	-0.12856	0.98216	0.98229	1.0	17581	0	-0.12856
DOK5	5	0.46091	0.60859	1.0	10634	2	0.11009	0.31045	0.49055	1.0	8571	2	0.11009
LYPLAL1	5	0.46152	0.60916	1.0	10635	2	-0.21898	0.16225	0.321	1.0	5519	2	-0.21898
PRR15	5	0.46156	0.6092	1.0	10636	2	0.18031	0.18248	0.35022	1.0	6027	3	0.18031
GTF3C3	5	0.46163	0.60927	1.0	10637	1	0.1504	0.84993	0.85493	1.0	15245	1	0.1504
MSX1	5	0.46175	0.60936	1.0	10638	2	0.098753	0.82856	0.83915	1.0	14951	1	0.098753
TLCD2	5	0.46186	0.60947	1.0	10639	2	0.13637	0.28448	0.46974	1.0	8150	2	0.13637
CWF19L2	5	0.46187	0.60947	1.0	10640	1	0.050892	0.69777	0.76696	1.0	13552	1	0.050892
CCNE2	5	0.46189	0.60949	1.0	10641	2	0.4619	0.021342	0.067745	1.0	1180	3	0.4619
CPS1	5	0.46201	0.6096	1.0	10642	1	0.16949	0.11173	0.24489	1.0	4200	2	0.16949
ALG11	4	0.46206	0.57448	1.0	10643	1	-0.21696	0.6567	0.69789	1.0	13231	1	-0.21696
FBXO33	5	0.46208	0.60966	1.0	10644	1	-0.020599	0.94087	0.94107	1.0	16822	0	-0.020599
BHLHA9	5	0.4621	0.60968	1.0	10645	2	0.034223	0.50142	0.64976	1.0	11428	2	0.034223
LIPG	5	0.46212	0.60969	1.0	10646	2	-0.015852	0.28709	0.47182	1.0	8197	2	-0.015852
GTF2I	4	0.46229	0.57458	1.0	10647	1	0.096648	0.3388	0.48294	1.0	8975	2	0.096648
POU2F3	5	0.46229	0.60984	1.0	10648	1	-0.058308	0.61808	0.73451	1.0	12931	1	-0.058308
C21orf58	5	0.46235	0.60989	1.0	10649	2	0.028922	0.76091	0.7978	1.0	14137	1	0.028922
FOS	4	0.4624	0.57464	1.0	10650	1	0.12887	0.30695	0.45034	1.0	8512	2	0.12887
TRPC5	5	0.46242	0.60996	1.0	10651	2	0.24452	0.10899	0.24068	1.0	4111	3	0.24452
PRAMEF4	1	0.46265	0.46303	1.0	10652	0	-0.026296	0.53735	0.53727	1.0	12014	0	-0.026296
IGF2R	5	0.46266	0.61018	1.0	10653	1	-0.015037	0.27675	0.46357	1.0	8041	2	-0.015037
NDRG3	5	0.4627	0.6102	1.0	10654	1	0.67822	0.0096148	0.03504	0.907356	681	4	0.67822
PDIK1L	5	0.4627	0.61021	1.0	10655	2	-0.081044	0.8283	0.83898	1.0	14948	1	-0.081044
SLC12A3	5	0.46273	0.61023	1.0	10656	2	0.041399	0.41086	0.57332	1.0	10040	2	0.041399
C19orf33	5	0.46287	0.61035	1.0	10657	1	0.11644	0.32241	0.5002	1.0	8760	2	0.11644
TERF2IP	5	0.46289	0.61036	1.0	10658	2	-0.0065965	0.50412	0.65213	1.0	11467	1	-0.0065965
EXT1	5	0.46301	0.61047	1.0	10659	2	-0.17027	0.91804	0.91836	1.0	16424	0	-0.17027
ENGASE	5	0.46303	0.61049	1.0	10660	2	0.15769	0.094763	0.21845	1.0	3691	3	0.15769
NCOR2	5	0.46307	0.61053	1.0	10661	2	-0.018377	0.70611	0.77072	1.0	13627	1	-0.018377
GRAMD4	5	0.46331	0.61076	1.0	10662	2	0.057476	0.60203	0.72867	1.0	12815	1	0.057476
HUS1B	5	0.46342	0.61085	1.0	10663	1	0.14879	0.051837	0.14503	1.0	2371	4	0.14879
REPS1	5	0.46345	0.61087	1.0	10664	2	-0.12898	0.49334	0.64275	1.0	11301	1	-0.12898
TRMT61B	5	0.46345	0.61088	1.0	10665	1	0.016721	0.1794	0.34581	1.0	5938	2	0.016721
NPFFR2	5	0.46361	0.61103	1.0	10666	2	0.2814	0.18874	0.35929	1.0	6194	3	0.2814
CHMP7	5	0.46369	0.61109	1.0	10667	1	0.61947	0.032544	0.097212	1.0	1638	3	0.61947
HIST1H2AK	5	0.46375	0.61115	1.0	10668	2	0.092913	0.59227	0.72513	1.0	12744	1	0.092913
ZMYND19	5	0.46376	0.61116	1.0	10669	1	0.020595	0.47168	0.62431	1.0	10979	1	0.020595
RGS19	5	0.46379	0.61119	1.0	10670	1	0.17239	0.036607	0.10764	1.0	1762	4	0.17239
DBT	5	0.46382	0.61121	1.0	10671	2	-0.065375	0.19909	0.374	1.0	6479	1	-0.065375
CAPN6	5	0.46393	0.61131	1.0	10672	1	-0.092788	0.52527	0.6704	1.0	11807	1	-0.092788
TMED8	5	0.46396	0.61134	1.0	10673	1	0.087613	0.45655	0.6116	1.0	10739	2	0.087613
SRY	5	0.46398	0.61136	1.0	10674	2	0.013419	0.06082	0.16417	1.0	2715	2	0.013419
GUCY1A2	5	0.464	0.61138	1.0	10675	2	0.054117	0.48248	0.63352	1.0	11128	2	0.054117
FAM173B	5	0.46417	0.61153	1.0	10676	2	-0.0084001	0.85457	0.85857	1.0	15311	1	-0.0084001
PRKAR2A	5	0.46417	0.61154	1.0	10677	1	0.15407	0.36085	0.53165	1.0	9301	2	0.15407
HLA-DQB2	5	0.46419	0.61155	1.0	10678	2	-0.14888	0.90258	0.90293	1.0	16127	0	-0.14888
ZNF83	5	0.4642	0.61156	1.0	10679	2	-0.33959	0.90213	0.9025	1.0	16117	0	-0.33959
GDF5	5	0.46437	0.6117	1.0	10680	2	0.050193	0.50185	0.65013	1.0	11433	2	0.050193
TCF15	5	0.46441	0.61174	1.0	10681	1	0.085531	0.37565	0.54395	1.0	9517	1	0.085531
ZYG11A	5	0.46444	0.61177	1.0	10682	1	-0.064846	0.74374	0.78877	1.0	13961	1	-0.064846
ATP6V0D2	5	0.46451	0.61183	1.0	10683	1	0.64139	0.0076856	0.029433	0.854559	606	4	0.64139
RAMP1	5	0.46456	0.61189	1.0	10684	2	-0.097541	0.42465	0.58467	1.0	10233	1	-0.097541
PKD1L1	5	0.46461	0.61194	1.0	10685	1	0.15959	0.20957	0.3888	1.0	6728	3	0.15959
CRYBA1	5	0.46472	0.61203	1.0	10686	2	-0.1935	0.20675	0.38482	1.0	6668	2	-0.1935
PGM1	4	0.46474	0.57574	1.0	10687	1	0.097312	0.3684	0.51334	1.0	9403	2	0.097312
FAM209A	5	0.46482	0.61213	1.0	10688	2	-0.066191	0.87121	0.87268	1.0	15561	1	-0.066191
ANAPC11	9	0.46483	0.6913	1.0	10689	3	0.014612	0.012341	0.05698	1.0	797	4	0.014612
BRDT	5	0.46489	0.61219	1.0	10690	2	0.2177	0.18103	0.3482	1.0	5985	3	0.2177
CASP14	5	0.46499	0.61229	1.0	10691	1	0.056145	0.10883	0.24044	1.0	4104	2	0.056145
PPP1CA	5	0.46512	0.61242	1.0	10692	2	0.13177	0.23546	0.42482	1.0	7345	3	0.13177
RMND5B	5	0.46516	0.61245	1.0	10693	2	0.082405	0.27566	0.4627	1.0	8020	2	0.082405
AQP12B	5	0.46519	0.61247	1.0	10694	1	0.063652	0.6388	0.74237	1.0	13095	1	0.063652
BRI3	5	0.46521	0.61249	1.0	10695	2	-0.082664	0.15435	0.3094	1.0	5332	1	-0.082664
RGS2	5	0.46533	0.61261	1.0	10696	1	0.5715	0.0403	0.1169	1.0	1904	3	0.5715
ARHGAP20	5	0.46549	0.61277	1.0	10697	2	-0.07797	0.86867	0.87045	1.0	15517	1	-0.07797
LAMC3	5	0.4657	0.61295	1.0	10698	1	0.10783	0.55681	0.69814	1.0	12298	2	0.10783
RPRD2	5	0.46574	0.61298	1.0	10699	2	-0.076171	0.663	0.75201	1.0	13268	1	-0.076171
SYNGAP1	5	0.46591	0.61315	1.0	10700	1	0.17995	0.17039	0.33286	1.0	5716	3	0.17995
BPGM	5	0.46594	0.61319	1.0	10701	1	0.010179	0.36984	0.53904	1.0	9428	1	0.010179
ZNF227	5	0.46604	0.61329	1.0	10702	1	0.018532	0.72351	0.77884	1.0	13778	1	0.018532
KRTAP12-3	5	0.46608	0.61331	1.0	10703	2	0.20932	0.012627	0.043702	0.949956	812	3	0.20932
DSCR3	5	0.46609	0.61332	1.0	10704	2	-0.081795	0.9008	0.90116	1.0	16086	0	-0.081795
TMCO1	5	0.46612	0.61334	1.0	10705	2	0.14492	0.4947	0.64393	1.0	11322	2	0.14492
C17orf47	5	0.46615	0.61336	1.0	10706	1	0.16318	0.30858	0.48904	1.0	8537	2	0.16318
PEX26	5	0.4663	0.6135	1.0	10707	2	-0.14495	0.31538	0.4946	1.0	8635	1	-0.14495
POLR2A	5	0.46645	0.61364	1.0	10708	2	0.3523	0.20726	0.38558	1.0	6681	2	0.3523
FUK	5	0.46663	0.61379	1.0	10709	2	-0.11733	0.36954	0.5388	1.0	9426	2	-0.11733
SERPINA10	5	0.46703	0.61416	1.0	10710	1	0.081284	0.48098	0.63222	1.0	11100	2	0.081284
PIGF	5	0.46716	0.61429	1.0	10711	2	-0.27573	0.27127	0.4591	1.0	7948	2	-0.27573
SRPK3	5	0.4673	0.61442	1.0	10712	2	-0.020825	0.29093	0.47489	1.0	8281	2	-0.020825
C15orf65	5	0.46737	0.6145	1.0	10713	2	-0.18154	0.20987	0.3892	1.0	6738	2	-0.18154
SH3BGRL2	5	0.46744	0.61455	1.0	10714	1	0.2289	0.14825	0.30016	1.0	5180	2	0.2289
CD34	5	0.46749	0.6146	1.0	10715	2	-0.20751	0.12385	0.26327	1.0	4542	1	-0.20751
FAM20B	5	0.46754	0.61464	1.0	10716	1	-0.14661	0.9597	0.95987	1.0	17143	0	-0.14661
ALG2	5	0.46758	0.61467	1.0	10717	2	0.68924	0.023111	0.072545	1.0	1258	3	0.68924
ZFPM2	5	0.46774	0.61481	1.0	10718	2	-0.12702	0.96355	0.96374	1.0	17213	0	-0.12702
KRTAP6-2	2	0.46776	0.47133	1.0	10719	1	-0.13601	0.8272	0.82676	1.0	14931	0	-0.13601
ACTR1B	5	0.46781	0.61488	1.0	10720	2	-0.10884	0.87104	0.87252	1.0	15559	1	-0.10884
RFESD	5	0.46795	0.61499	1.0	10721	2	-0.24751	0.311	0.49103	1.0	8578	1	-0.24751
MPP1	5	0.46809	0.61512	1.0	10722	2	-0.09861	0.33436	0.51005	1.0	8918	2	-0.09861
SLC17A8	5	0.46814	0.61517	1.0	10723	2	0.069432	0.28182	0.46765	1.0	8114	2	0.069432
CRYL1	5	0.46822	0.61525	1.0	10724	1	-0.09018	0.97203	0.97217	1.0	17391	0	-0.09018
L1TD1	4	0.46828	0.57747	1.0	10725	1	0.18418	0.18472	0.32564	1.0	6085	2	0.18418
TMEM179B	4	0.46831	0.57749	1.0	10726	1	0.14066	0.39899	0.54486	1.0	9838	2	0.14066
RBM7	4	0.46848	0.57757	1.0	10727	1	0.17983	0.14149	0.2812	1.0	5018	2	0.17983
GPR133	5	0.46856	0.61558	1.0	10728	2	-0.053756	0.63863	0.7423	1.0	13093	1	-0.053756
TFF3	5	0.46863	0.61564	1.0	10729	2	-0.00030351	0.63157	0.73952	1.0	13043	1	-0.00030351
GNRH1	5	0.46869	0.61569	1.0	10730	2	-0.0032404	0.50242	0.65063	1.0	11441	2	-0.0032404
CNKSR1	5	0.46873	0.61573	1.0	10731	1	0.020861	0.90439	0.90477	1.0	16164	0	0.020861
PTPN6	5	0.46876	0.61575	1.0	10732	2	0.03619	0.94731	0.9475	1.0	16932	0	0.03619
DEXI	5	0.46888	0.61585	1.0	10733	2	0.078943	0.36902	0.53838	1.0	9419	2	0.078943
PRDX4	5	0.4689	0.61586	1.0	10734	1	-0.081108	0.46438	0.61807	1.0	10866	2	-0.081108
TRHR	4	0.46898	0.5778	1.0	10735	1	0.24242	0.1051	0.22412	1.0	3986	2	0.24242
PRODH	5	0.46907	0.61601	1.0	10736	2	0.0053031	0.12647	0.26737	1.0	4615	2	0.0053031
RASSF1	5	0.46934	0.61629	1.0	10737	1	0.18378	0.087414	0.20687	1.0	3479	3	0.18378
RELL2	5	0.46937	0.61632	1.0	10738	2	0.22483	0.041379	0.11958	1.0	1948	3	0.22483
SULT6B1	5	0.46955	0.61648	1.0	10739	2	-0.092583	0.30854	0.48902	1.0	8536	2	-0.092583
ZMAT2	5	0.46969	0.6166	1.0	10740	2	-0.26902	0.97497	0.97514	1.0	17435	0	-0.26902
LIN52	5	0.46971	0.61662	1.0	10741	1	1.0562	0.0044963	0.018847	0.776131	421	3	1.0562
BTBD10	5	0.46972	0.61662	1.0	10742	2	0.041788	0.84395	0.8503	1.0	15162	1	0.041788
TRIM3	5	0.46975	0.61666	1.0	10743	1	-0.065759	0.24003	0.43123	1.0	7438	1	-0.065759
OLFM2	5	0.46976	0.61667	1.0	10744	2	-0.044992	0.45135	0.60711	1.0	10660	2	-0.044992
KIAA0586	5	0.46978	0.6167	1.0	10745	2	0.16522	0.21532	0.39674	1.0	6842	3	0.16522
THBD	5	0.46983	0.61674	1.0	10746	2	-0.079986	0.42674	0.58643	1.0	10259	2	-0.079986
RBM24	5	0.46988	0.61678	1.0	10747	2	-0.15609	0.84369	0.85012	1.0	15157	1	-0.15609
ZC3H13	5	0.46988	0.61679	1.0	10748	1	0.035656	0.1643	0.32394	1.0	5568	2	0.035656
RPUSD1	5	0.46992	0.61682	1.0	10749	2	-0.13058	0.42744	0.58704	1.0	10268	2	-0.13058
PKP3	5	0.47002	0.6169	1.0	10750	2	-0.0075745	0.52408	0.66937	1.0	11790	2	-0.0075745
ACRBP	5	0.47005	0.61695	1.0	10751	1	0.28264	0.040378	0.11709	1.0	1907	3	0.28264
CACNA1A	5	0.47032	0.61719	1.0	10752	1	0.046613	0.12137	0.25955	1.0	4473	2	0.046613
KCNJ5	5	0.47056	0.6174	1.0	10753	1	0.027935	0.88076	0.88149	1.0	15729	1	0.027935
CCDC42	5	0.47057	0.61741	1.0	10754	2	0.0017735	0.81277	0.82861	1.0	14752	1	0.0017735
PTH1R	5	0.47076	0.61759	1.0	10755	2	-0.18805	0.12025	0.25791	1.0	4454	2	-0.18805
MYH15	5	0.47093	0.61775	1.0	10756	1	0.009941	0.17047	0.33296	1.0	5720	2	0.009941
SIVA1	7	0.47093	0.66701	1.0	10757	1	0.18188	0.070991	0.2028	1.0	3004	4	0.18188
NYAP1	5	0.47099	0.6178	1.0	10758	2	-0.15516	0.23668	0.42657	1.0	7373	1	-0.15516
ZC4H2	5	0.47103	0.61783	1.0	10759	2	-0.060439	0.35337	0.52552	1.0	9176	1	-0.060439
SSBP1	5	0.47107	0.61786	1.0	10760	1	0.06605	0.14734	0.29883	1.0	5162	2	0.06605
UPP2	5	0.47117	0.61796	1.0	10761	1	0.38472	0.048323	0.1366	1.0	2227	4	0.38472
SERPINF2	5	0.47138	0.61817	1.0	10762	2	-0.14826	0.042727	0.1229	1.0	2000	1	-0.14826
APOBEC3C	5	0.47141	0.61819	1.0	10763	2	-0.060436	0.87237	0.87375	1.0	15583	1	-0.060436
ZNF233	5	0.47159	0.61838	1.0	10764	2	-0.083014	0.48177	0.6329	1.0	11117	1	-0.083014
TMEM207	5	0.47168	0.61845	1.0	10765	1	-0.058098	0.38461	0.55138	1.0	9644	2	-0.058098
KHDC3L	5	0.47184	0.61862	1.0	10766	1	0.038279	0.50881	0.65613	1.0	11550	2	0.038279
CYP26C1	5	0.47185	0.61862	1.0	10767	2	-0.091189	0.38088	0.54826	1.0	9597	1	-0.091189
DIRC1	4	0.47189	0.57918	1.0	10768	1	0.14621	0.13691	0.27653	1.0	4899	2	0.14621
PRUNE2	5	0.47198	0.61874	1.0	10769	1	0.1327	0.89021	0.89068	1.0	15891	0	0.1327
C2orf57	5	0.47215	0.6189	1.0	10770	2	-0.048773	0.44264	0.59976	1.0	10515	2	-0.048773
PCYT2	5	0.47218	0.61893	1.0	10771	1	0.14086	0.43076	0.58984	1.0	10321	2	0.14086
APOA1BP	5	0.47222	0.61897	1.0	10772	2	-0.070338	0.96321	0.96341	1.0	17209	0	-0.070338
ELFN1	5	0.47233	0.61908	1.0	10773	2	0.12323	0.23637	0.42613	1.0	7366	3	0.12323
C3orf79	5	0.47247	0.61921	1.0	10774	2	-0.004355	0.5079	0.65539	1.0	11532	2	-0.004355
ZNF785	5	0.47255	0.61928	1.0	10775	1	0.077772	0.15489	0.31017	1.0	5347	2	0.077772
ESM1	5	0.47259	0.6193	1.0	10776	2	0.10342	0.097359	0.22259	1.0	3760	2	0.10342
KCNIP4	5	0.47272	0.61942	1.0	10777	1	-0.01775	0.53257	0.67677	1.0	11923	1	-0.01775
TRIB3	5	0.47282	0.6195	1.0	10778	2	-0.071972	0.54733	0.68969	1.0	12162	1	-0.071972
TP53I3	5	0.47284	0.61952	1.0	10779	2	0.13323	0.41761	0.57885	1.0	10137	2	0.13323
WDR54	5	0.47286	0.61954	1.0	10780	1	-0.022312	0.68272	0.76037	1.0	13418	1	-0.022312
GMFB	5	0.47292	0.61959	1.0	10781	1	0.21493	0.18132	0.34865	1.0	5995	3	0.21493
LUC7L3	5	0.47296	0.61963	1.0	10782	1	0.44507	0.019621	0.063108	1.0	1114	2	0.44507
IFNA14	4	0.47298	0.57972	1.0	10783	1	0.37916	0.055102	0.1315	1.0	2517	3	0.37916
KCTD1	4	0.473	0.57974	1.0	10784	1	0.019277	0.86734	0.86684	1.0	15496	0	0.019277
CYP2C9	5	0.47301	0.61966	1.0	10785	2	0.0092312	0.71197	0.77342	1.0	13686	1	0.0092312
COPS7A	5	0.47316	0.61981	1.0	10786	1	0.14534	0.23438	0.42331	1.0	7316	3	0.14534
SERTAD2	5	0.47326	0.61989	1.0	10787	2	-0.14591	0.92854	0.92881	1.0	16610	0	-0.14591
EPB41L4B	5	0.47326	0.61989	1.0	10788	1	-0.12079	0.55739	0.69864	1.0	12305	1	-0.12079
REEP1	11	0.47336	0.72831	1.0	10789	2	0.28909	0.0238	0.10056	1.0	1286	6	0.28909
ZNF775	5	0.47336	0.61998	1.0	10790	1	0.27747	0.0038241	0.016136	0.750569	375	4	0.27747
P4HTM	5	0.47354	0.62015	1.0	10791	2	0.31638	0.02292	0.072002	1.0	1251	3	0.31638
OPHN1	5	0.47361	0.62021	1.0	10792	2	-0.15151	0.52303	0.66843	1.0	11764	1	-0.15151
SLC30A10	5	0.47363	0.62023	1.0	10793	1	0.17534	0.1247	0.26466	1.0	4567	3	0.17534
IST1	7	0.47367	0.66862	1.0	10794	1	0.52795	0.01424	0.056586	1.0	890	4	0.52795
PORCN	4	0.47367	0.58006	1.0	10795	1	0.18519	0.069588	0.15921	1.0	2967	2	0.18519
CDCA7	5	0.47377	0.62036	1.0	10796	2	0.37994	0.038477	0.11235	1.0	1835	3	0.37994
CNGA4	5	0.47383	0.62041	1.0	10797	1	0.091786	0.61505	0.73341	1.0	12913	1	0.091786
POLR2K	1	0.47386	0.47411	1.0	10798	0	-0.033497	0.52614	0.52618	1.0	11821	0	-0.033497
BFSP1	5	0.47388	0.62045	1.0	10799	2	-0.0433	0.20084	0.37649	1.0	6526	1	-0.0433
SREK1IP1	4	0.47392	0.58017	1.0	10800	1	0.50197	0.0029925	0.010625	0.6782	312	2	0.50197
TNP2	5	0.47407	0.62063	1.0	10801	1	0.015833	0.80392	0.82283	1.0	14642	1	0.015833
PNPLA2	5	0.47409	0.62065	1.0	10802	2	0.23417	0.05104	0.14309	1.0	2341	3	0.23417
DTX2	5	0.47419	0.62073	1.0	10803	2	-0.10334	0.53334	0.67745	1.0	11932	1	-0.10334
CDON	5	0.4742	0.62075	1.0	10804	1	0.037786	0.27223	0.4599	1.0	7965	2	0.037786
PSMF1	5	0.47421	0.62076	1.0	10805	2	0.0199	0.69139	0.76413	1.0	13498	1	0.0199
ASNA1	5	0.47427	0.62082	1.0	10806	1	0.34727	0.19098	0.36248	1.0	6259	3	0.34727
PPA1	5	0.47428	0.62082	1.0	10807	2	0.48527	0.025992	0.080074	1.0	1375	3	0.48527
PGD	5	0.47432	0.62086	1.0	10808	2	-0.23793	0.91757	0.91787	1.0	16411	0	-0.23793
ZNF20	4	0.47456	0.58046	1.0	10809	1	-0.090647	0.90816	0.90787	1.0	16231	0	-0.090647
ARHGAP19	5	0.4746	0.6211	1.0	10810	2	-0.17483	0.97098	0.97115	1.0	17368	0	-0.17483
HOXD11	5	0.47465	0.62116	1.0	10811	2	-0.086197	0.42004	0.58082	1.0	10172	1	-0.086197
RAB8A	5	0.47474	0.62123	1.0	10812	2	-0.10833	0.42168	0.58222	1.0	10190	1	-0.10833
MUC7	5	0.47474	0.62123	1.0	10813	1	-0.00099061	0.90317	0.90353	1.0	16138	0	-0.00099061
SPTLC3	5	0.47476	0.62125	1.0	10814	2	-0.091034	0.58076	0.71934	1.0	12630	2	-0.091034
SCGB1D1	5	0.47488	0.62135	1.0	10815	1	0.015625	0.28926	0.47357	1.0	8246	2	0.015625
PYROXD2	5	0.475	0.62146	1.0	10816	2	0.0071738	0.91032	0.91071	1.0	16277	0	0.0071738
CDC25C	5	0.47504	0.62151	1.0	10817	2	-0.16282	0.14522	0.29567	1.0	5112	2	-0.16282
GABARAPL1	5	0.47506	0.62153	1.0	10818	2	0.043226	0.3917	0.5572	1.0	9738	2	0.043226
C1S	5	0.47513	0.62159	1.0	10819	2	-0.018703	0.10727	0.23798	1.0	4059	2	-0.018703
MAD2L1BP	5	0.4753	0.62173	1.0	10820	2	-0.1148	0.83356	0.84273	1.0	15011	1	-0.1148
SMYD4	5	0.47537	0.62179	1.0	10821	2	0.094839	0.030394	0.09162	1.0	1556	2	0.094839
CPM	5	0.47541	0.62184	1.0	10822	1	-0.099707	0.22799	0.41443	1.0	7145	2	-0.099707
TCHH	5	0.47545	0.62187	1.0	10823	1	0.25704	0.24206	0.43398	1.0	7482	3	0.25704
NPHS2	5	0.47555	0.62198	1.0	10824	2	0.18743	0.34775	0.52093	1.0	9097	2	0.18743
RHOH	5	0.47558	0.62201	1.0	10825	1	-0.014432	0.79381	0.81662	1.0	14522	1	-0.014432
GOSR2	5	0.47567	0.62208	1.0	10826	2	-0.1281	0.42141	0.58198	1.0	10187	2	-0.1281
LONP1	5	0.47568	0.6221	1.0	10827	1	0.03842	0.62247	0.73607	1.0	12968	1	0.03842
KIAA0319L	4	0.47578	0.58107	1.0	10828	1	0.11721	0.42589	0.57244	1.0	10248	1	0.11721
LIPA	5	0.4758	0.62221	1.0	10829	2	-0.062711	0.56091	0.70177	1.0	12350	2	-0.062711
TMTC2	5	0.4759	0.6223	1.0	10830	2	-0.12773	0.29828	0.48086	1.0	8403	2	-0.12773
PIH1D1	5	0.47599	0.62238	1.0	10831	1	0.23753	0.13277	0.27691	1.0	4798	3	0.23753
DNAJC13	5	0.47602	0.62241	1.0	10832	1	0.19852	0.1617	0.32021	1.0	5505	3	0.19852
ABHD15	5	0.47605	0.62245	1.0	10833	2	-0.1664	0.96641	0.96662	1.0	17277	0	-0.1664
CWC25	5	0.47608	0.62247	1.0	10834	2	-0.09338	0.91271	0.91304	1.0	16323	0	-0.09338
ZNF221	5	0.47612	0.6225	1.0	10835	1	0.32075	0.13144	0.27487	1.0	4756	3	0.32075
SKIV2L2	5	0.47615	0.62252	1.0	10836	2	-0.25585	0.46895	0.62196	1.0	10934	2	-0.25585
GGCX	5	0.4762	0.62257	1.0	10837	2	0.062681	0.76606	0.80058	1.0	14202	1	0.062681
ZNF470	5	0.47622	0.62259	1.0	10838	1	0.36754	0.011048	0.039186	0.926914	745	4	0.36754
FABP7	5	0.47629	0.62265	1.0	10839	2	-0.073318	0.86609	0.8682	1.0	15478	1	-0.073318
PTCH1	5	0.47629	0.62265	1.0	10840	2	0.11219	0.23717	0.42728	1.0	7382	2	0.11219
ZNF331	5	0.47631	0.62267	1.0	10841	2	0.10769	0.87319	0.87449	1.0	15599	1	0.10769
CD93	5	0.47639	0.62274	1.0	10842	1	0.54951	0.0082232	0.031017	0.881819	622	4	0.54951
FOXO3	5	0.47641	0.62275	1.0	10843	2	0.026448	0.3437	0.51763	1.0	9048	1	0.026448
C10orf131	4	0.47642	0.58137	1.0	10844	1	0.3472	0.23812	0.38023	1.0	7400	2	0.3472
BRE	5	0.47645	0.62281	1.0	10845	2	-0.12188	0.18796	0.35817	1.0	6171	2	-0.12188
